tag,take_car,take_transit,take_ondemand,take_walk,orig_loc,dest_loc,home_node,work_node,pop,seg_types
person174,1.0,1.0,1.0,1.0,"[-85.28666527, 35.00848105]","[-85.30925535, 35.04158544]",202659723.0,202636000.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person175,1.0,1.0,1.0,1.0,"[-85.2800896, 34.99736473]","[-85.31110091, 35.04740727]",202640625.0,651276684.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person176,0.0,1.0,1.0,1.0,"[-85.2800896, 34.99736473]","[-85.31110091, 35.04740727]",202640625.0,651276684.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person177,1.0,1.0,1.0,1.0,"[-85.2863258, 35.00394631]","[-85.31438837, 35.03608938]",1432383363.0,202605893.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person178,1.0,1.0,1.0,1.0,"[-85.27710784, 34.99778143]","[-85.3052626, 35.04435725]",1432383374.0,202695945.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person179,0.0,1.0,1.0,1.0,"[-85.27710784, 34.99778143]","[-85.3052626, 35.04435725]",1432383374.0,202695945.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person180,1.0,1.0,1.0,1.0,"[-85.2882662, 35.01084818]","[-85.30759532, 35.04596453]",202734548.0,202612555.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person181,1.0,1.0,1.0,1.0,"[-85.28366975, 35.00244111]","[-85.30145726, 35.04664255]",202639267.0,202608336.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person182,0.0,1.0,1.0,1.0,"[-85.28366975, 35.00244111]","[-85.30145726, 35.04664255]",202639267.0,202608336.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person183,1.0,1.0,1.0,1.0,"[-85.28764208, 34.98704145]","[-85.31309825, 35.05009537]",202731416.0,202612463.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person184,1.0,1.0,1.0,1.0,"[-85.29656058, 35.00300526]","[-85.30345141, 35.03998712]",202639231.0,7618250431.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person185,1.0,1.0,1.0,1.0,"[-85.28564858, 35.01125487]","[-85.31028332, 35.04827184]",3643226338.0,202616859.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person186,1.0,1.0,1.0,1.0,"[-85.28491935, 35.00371649]","[-85.31138333, 35.04479119]",1846833506.0,202628918.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person187,0.0,1.0,1.0,1.0,"[-85.28491935, 35.00371649]","[-85.31138333, 35.04479119]",1846833506.0,202628918.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person188,1.0,1.0,1.0,1.0,"[-85.28440327, 35.01970194]","[-85.30725401, 35.0492988]",202623157.0,202629690.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person189,1.0,1.0,1.0,1.0,"[-85.28773529, 34.9986158]","[-85.31183344, 35.04635364]",202612604.0,1939230367.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person190,1.0,1.0,1.0,1.0,"[-85.28959027, 34.99167947]","[-85.30491098, 35.04774766]",202700825.0,202645384.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person191,1.0,1.0,1.0,1.0,"[-85.28606078, 34.99842431]","[-85.30622249, 35.04672245]",202645898.0,202645391.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person192,1.0,1.0,1.0,1.0,"[-85.29142734, 35.00993523]","[-85.31292, 35.04347256]",202684132.0,202632635.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person193,1.0,1.0,1.0,1.0,"[-85.28655259, 35.02721783]","[-85.29699788, 35.04510754]",202602570.0,4637939488.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person194,1.0,1.0,1.0,1.0,"[-85.28562249, 35.00431443]","[-85.30770928, 35.04723519]",1432383363.0,202612548.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person195,0.0,1.0,1.0,1.0,"[-85.28562249, 35.00431443]","[-85.30770928, 35.04723519]",1432383363.0,202612548.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person196,1.0,1.0,1.0,1.0,"[-85.28316616, 35.0124996]","[-85.30766474, 35.04483225]",202587222.0,202638660.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person197,1.0,1.0,1.0,1.0,"[-85.29684425, 35.01041279]","[-85.31199044, 35.04796302]",7622661357.0,202605855.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person198,1.0,1.0,1.0,1.0,"[-85.28777209, 35.00694727]","[-85.31691415, 35.04688015]",202593910.0,7084854135.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person199,1.0,1.0,1.0,1.0,"[-85.28471284, 35.00370028]","[-85.30942236, 35.02960885]",1846833506.0,202558414.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person200,0.0,1.0,1.0,1.0,"[-85.28471284, 35.00370028]","[-85.30942236, 35.02960885]",1846833506.0,202558414.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person201,1.0,1.0,1.0,1.0,"[-85.28323871, 35.01337305]","[-85.30838149, 35.04995422]",202711382.0,202735931.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person202,1.0,1.0,1.0,1.0,"[-85.28452888, 34.99198009]","[-85.30154467, 35.05290971]",1432383415.0,577291491.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person203,1.0,1.0,1.0,1.0,"[-85.29302209, 34.98467577]","[-85.31005328, 35.05252966]",202748098.0,202596770.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person204,1.0,1.0,1.0,1.0,"[-85.29191057, 34.99640608]","[-85.30894469, 35.04216319]",202663306.0,202596797.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person205,1.0,1.0,1.0,1.0,"[-85.28576528, 34.99746276]","[-85.31038929, 35.0486665]",202645898.0,202616859.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person206,0.0,1.0,1.0,1.0,"[-85.28576528, 34.99746276]","[-85.31038929, 35.0486665]",202645898.0,202616859.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person207,1.0,1.0,1.0,1.0,"[-85.29892869, 35.02071142]","[-85.30617897, 35.05587027]",202708187.0,202776079.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person208,1.0,1.0,1.0,1.0,"[-85.28796471, 35.00820747]","[-85.30697959, 35.03792078]",202659728.0,202596716.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person209,1.0,1.0,1.0,1.0,"[-85.28653236, 35.01932705]","[-85.30663922, 35.05515576]",202631049.0,202696996.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person210,1.0,1.0,1.0,1.0,"[-85.28229138, 35.00561375]","[-85.3029152, 35.04543442]",202593825.0,202741059.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person211,0.0,1.0,1.0,1.0,"[-85.28229138, 35.00561375]","[-85.3029152, 35.04543442]",202593825.0,202741059.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person212,1.0,1.0,1.0,1.0,"[-85.29026698, 35.00019583]","[-85.32006686, 35.04184499]",202640654.0,1845471092.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person213,1.0,1.0,1.0,1.0,"[-85.28861469, 35.01836031]","[-85.30301097, 35.05085514]",202625256.0,202645373.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person214,1.0,1.0,1.0,1.0,"[-85.29706893, 35.00739808]","[-85.31222351, 35.04906299]",202593936.0,202612463.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person215,1.0,1.0,1.0,1.0,"[-85.29306025, 34.99954251]","[-85.30769984, 35.04913511]",202640650.0,202629690.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person216,1.0,1.0,1.0,1.0,"[-85.28137724, 35.01504654]","[-85.31085936, 35.04646976]",2274201574.0,651276684.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person217,1.0,1.0,1.0,1.0,"[-85.29202035, 34.99942839]","[-85.31577735, 35.04467961]",202645881.0,1845486747.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person218,1.0,1.0,1.0,1.0,"[-85.28877966, 34.99590609]","[-85.31338427, 35.04366518]",202612609.0,450325749.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person219,1.0,1.0,1.0,1.0,"[-85.28424337, 35.01943897]","[-85.30001514, 35.04455171]",202623157.0,574931019.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person220,1.0,1.0,1.0,1.0,"[-85.29438955, 34.98756184]","[-85.30793418, 35.04879779]",202729587.0,202629693.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person221,1.0,1.0,1.0,1.0,"[-85.28808462, 35.0029489]","[-85.30507888, 35.04729128]",202639260.0,3966555692.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person222,1.0,1.0,1.0,1.0,"[-85.29373551, 34.98733522]","[-85.30837229, 35.0472049]",202738483.0,202735940.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person223,1.0,1.0,1.0,1.0,"[-85.2906216, 34.99801368]","[-85.31382508, 35.05046111]",1846854561.0,7007096574.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person224,1.0,1.0,1.0,1.0,"[-85.28540996, 35.02278078]","[-85.30858219, 35.04534468]",202660271.0,202612556.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person225,1.0,1.0,1.0,1.0,"[-85.28284191, 35.00878586]","[-85.29884908, 35.04904656]",202660168.0,202608328.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person226,0.0,1.0,1.0,1.0,"[-85.28284191, 35.00878586]","[-85.29884908, 35.04904656]",202660168.0,202608328.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person227,1.0,1.0,1.0,1.0,"[-85.28440676, 35.00124967]","[-85.31115131, 35.0416591]",202642078.0,202605886.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person228,1.0,1.0,1.0,1.0,"[-85.2874362, 35.00837589]","[-85.3038215, 35.05316057]",202659728.0,577291487.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person229,1.0,1.0,1.0,1.0,"[-85.28825783, 34.99379723]","[-85.30279012, 35.05524765]",202654268.0,6007067793.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person230,1.0,1.0,1.0,1.0,"[-85.28663257, 34.9943901]","[-85.30210725, 35.04759328]",202684299.0,202608336.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person231,1.0,1.0,1.0,1.0,"[-85.28336404, 35.02203488]","[-85.30824472, 35.04409935]",202623145.0,202621183.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person232,1.0,1.0,1.0,1.0,"[-85.28629464, 35.00727548]","[-85.30677609, 35.04756569]",202664237.0,202662063.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person233,0.0,1.0,1.0,1.0,"[-85.28629464, 35.00727548]","[-85.30677609, 35.04756569]",202664237.0,202662063.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person234,1.0,1.0,1.0,1.0,"[-85.28876653, 35.01445295]","[-85.30845562, 35.04429409]",202650766.0,202621183.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person235,1.0,1.0,1.0,1.0,"[-85.2871718, 35.01255816]","[-85.31245534, 35.044108]",202734589.0,202632635.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person236,1.0,1.0,1.0,1.0,"[-85.2840583, 35.02035809]","[-85.30416005, 35.04177875]",202623154.0,202608393.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person237,1.0,1.0,1.0,1.0,"[-85.29036156, 35.00463871]","[-85.31450215, 35.04179878]",202597553.0,1845517702.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person238,1.0,1.0,1.0,1.0,"[-85.28533716, 34.99863062]","[-85.31039126, 35.04947831]",202605476.0,202612461.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person239,0.0,1.0,1.0,1.0,"[-85.28533716, 34.99863062]","[-85.31039126, 35.04947831]",202605476.0,202612461.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person240,1.0,1.0,1.0,1.0,"[-85.28223915, 34.99004217]","[-85.30564433, 35.04349156]",202672999.0,202638669.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person241,1.0,1.0,1.0,1.0,"[-85.2938191, 35.0074377]","[-85.30915682, 35.05572328]",202593891.0,202596763.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person242,1.0,1.0,1.0,1.0,"[-85.2834334, 34.99999349]","[-85.30088058, 35.04631437]",202647773.0,202608336.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person243,0.0,1.0,1.0,1.0,"[-85.2834334, 34.99999349]","[-85.30088058, 35.04631437]",202647773.0,202608336.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person244,1.0,1.0,1.0,1.0,"[-85.32916679, 35.0022006]","[-85.30799978, 35.04318609]",202670922.0,202641418.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person245,0.0,1.0,1.0,1.0,"[-85.32916679, 35.0022006]","[-85.30799978, 35.04318609]",202670922.0,202641418.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person246,1.0,1.0,1.0,1.0,"[-85.32843623, 35.00949942]","[-85.30391882, 35.04892317]",2664431648.0,3966555691.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person247,1.0,1.0,1.0,1.0,"[-85.32677684, 34.99800268]","[-85.31166554, 35.05148122]",202724511.0,202605848.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person248,0.0,1.0,1.0,1.0,"[-85.32677684, 34.99800268]","[-85.31166554, 35.05148122]",202724511.0,202605848.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person249,1.0,1.0,1.0,1.0,"[-85.32166102, 35.01243992]","[-85.30806847, 35.04966215]",202633273.0,202735931.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person250,0.0,1.0,1.0,1.0,"[-85.32166102, 35.01243992]","[-85.30806847, 35.04966215]",202633273.0,202735931.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person251,1.0,1.0,1.0,1.0,"[-85.31986334, 35.01120261]","[-85.30669299, 35.05406582]",202633269.0,202661110.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person252,0.0,1.0,1.0,1.0,"[-85.31986334, 35.01120261]","[-85.30669299, 35.05406582]",202633269.0,202661110.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person253,1.0,1.0,1.0,1.0,"[-85.31857002, 35.01605751]","[-85.31728553, 35.04428786]",202702460.0,946673391.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person254,0.0,1.0,1.0,1.0,"[-85.31857002, 35.01605751]","[-85.31728553, 35.04428786]",202702460.0,946673391.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person255,1.0,1.0,1.0,1.0,"[-85.32364401, 34.99195944]","[-85.30513888, 35.04420758]",202612983.0,202695945.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person256,0.0,1.0,1.0,1.0,"[-85.32364401, 34.99195944]","[-85.30513888, 35.04420758]",202612983.0,202695945.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person257,1.0,1.0,1.0,1.0,"[-85.31619436, 35.00694]","[-85.30162101, 35.04424208]",202609106.0,202740500.0,0.8035714285714285,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person258,0.0,1.0,1.0,1.0,"[-85.31619436, 35.00694]","[-85.30162101, 35.04424208]",202609106.0,202740500.0,0.8035714285714285,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person259,1.0,1.0,1.0,1.0,"[-85.32493842, 35.00020929]","[-85.30257566, 35.03629506]",202655849.0,2190022557.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
